model,image_id,region,income_quintile,ground_truth,predicted,error_type,sem_similarity,ctx_similarity,confidence,raw_response
qwen_vl,5d4be0b5cf0b3a0f3f339b99,as,Q4,backyard,backyard with clothesline,correct,0.711,0.6354,,Backyard with clothesline
qwen_vl,5d4be0c6cf0b3a0f3f339d87,as,Q4,backyard,indoor garden,correct,0.5894,0.5419,,Indoor garden
qwen_vl,5ec4f7fdf0611d7ddd740af1,as,Q4,backyard,parking lot,correct,0.5369,0.5247,,Parking lot
qwen_vl,5d4be0becf0b3a0f3f339ca3,as,Q4,backyard,balcony garden,correct,0.6056,0.536,,Balcony garden
qwen_vl,5d4bef64cf0b3a0f3f353294,as,Q5,backyard,garden,correct,0.6832,0.5434,,Garden
qwen_vl,5d4be82dcf0b3a0f3f346bab,as,Q5,backyard,garden trellis,correct,0.4921,0.5067,,Garden trellis
qwen_vl,5d4be82dcf0b3a0f3f346bad,as,Q5,backyard,chili plant,misclassification,0.2033,0.504,,Chili plant
qwen_vl,5d4be133cf0b3a0f3f33aa37,as,Q5,backyard,backyard patio,correct,0.7914,0.6582,,Backyard patio
qwen_vl,5d4be0eecf0b3a0f3f33a243,as,Q5,backyard,garden area,correct,0.6401,0.559,,Garden area
qwen_vl,5d4be0abcf0b3a0f3f339a87,as,Q5,backyard,garden,correct,0.6832,0.5434,,Garden
qwen_vl,5d4be974cf0b3a0f3f348a72,as,Q5,backyard,outdoor patio,correct,0.6084,0.5275,,Outdoor patio
qwen_vl,5d4be81bcf0b3a0f3f3469e1,as,Q5,backyard,plant,misclassification,0.3874,0.5092,,Plant
qwen_vl,5d4bf1efcf0b3a0f3f357612,am,Q1,backyard,abstention,abstention,0.0,0.0,,Unknown
qwen_vl,5d4bf1bacf0b3a0f3f35701a,am,Q1,backyard,abandoned building,misclassification,0.4001,0.559,,Abandoned building
qwen_vl,5d4bf437cf0b3a0f3f35b416,am,Q1,backyard,tent camp,misclassification,0.4199,0.5078,,Tent camp
qwen_vl,5d4bf1d5cf0b3a0f3f35731c,am,Q1,backyard,shanty town,misclassification,0.3474,0.519,,Shanty town
qwen_vl,5d4bf198cf0b3a0f3f356c82,am,Q1,backyard,tent,misclassification,0.4237,0.5271,,Tent
qwen_vl,5d4bf473cf0b3a0f3f35bab8,am,Q1,backyard,pathway with debris,misclassification,0.287,0.5159,,Pathway with debris
qwen_vl,5f42e470ebd73b46df79c78b,am,Q2,backyard,shack,misclassification,0.3098,0.5053,,Shack
qwen_vl,5d4be163cf0b3a0f3f33afc5,am,Q2,backyard,clothesline,misclassification,0.2105,0.5126,,Clothesline
qwen_vl,5d4be175cf0b3a0f3f33b1eb,am,Q3,backyard,abstention,abstention,0.0,0.0,,Unknown
qwen_vl,5d4bebb3cf0b3a0f3f34cb4f,am,Q3,backyard,abstention,abstention,0.0,0.0,,Unknown
qwen_vl,5ec4f75af0611d7ddd740555,am,Q3,backyard,laundry area,misclassification,0.4289,0.5121,,Laundry area
qwen_vl,5d4bdeb3cf0b3a0f3f33675f,am,Q3,backyard,"backyard area with trash bins, vehicles, and wooden fences",correct,0.63,0.6534,,"Backyard area with trash bins, vehicles, and wooden fences."
qwen_vl,5ec4fb35f0611d7ddd74262b,am,Q3,backyard,balcony,correct,0.5301,0.5236,,Balcony
qwen_vl,5d4be19fcf0b3a0f3f33b5bf,am,Q3,backyard,"backyard with laundry drying, plants, and a wall with meters",correct,0.6408,0.6472,,"Backyard with laundry drying, plants, and a wall with meters."
qwen_vl,5d4bde33cf0b3a0f3f335bad,am,Q3,backyard,backyard scene,correct,0.8068,0.7041,,Backyard scene
qwen_vl,5d4be3c1cf0b3a0f3f33edd7,am,Q3,backyard,sidewalk and gravel path,misclassification,0.2994,0.5139,,Sidewalk and gravel path
qwen_vl,5d4bde50cf0b3a0f3f335e63,am,Q3,backyard,backyard scene,correct,0.8068,0.7041,,Backyard scene
qwen_vl,5d4be421cf0b3a0f3f33f8fc,am,Q3,backyard,swing set,misclassification,0.2926,0.5011,,Swing set
qwen_vl,5d4be09bcf0b3a0f3f3398ad,am,Q3,backyard,green plants,misclassification,0.2874,0.5266,,Green plants
qwen_vl,5d4befa5cf0b3a0f3f353920,am,Q4,backyard,"outdoor patio with colorful flooring, plants, and a staircase",correct,0.4657,0.5342,,"Outdoor patio with colorful flooring, plants, and a staircase."
qwen_vl,5d4bef87cf0b3a0f3f3536ac,am,Q4,backyard,"backyard garden with a blue tub, tree, plants, gravel, and a",correct,0.5433,0.6618,,"Backyard garden with a blue tub, tree, plants, gravel, and a"
qwen_vl,5ec4fb72f0611d7ddd742832,am,Q4,backyard,abstention,abstention,0.0,0.0,,Unknown
qwen_vl,5ec4fb7cf0611d7ddd742887,am,Q4,backyard,garden patio,correct,0.6484,0.5396,,Garden patio
qwen_vl,5d4be3dfcf0b3a0f3f33f15f,am,Q4,backyard,backyard,correct,1.0,0.726,,Backyard
qwen_vl,5d4bef9ecf0b3a0f3f35385a,am,Q4,backyard,terrace garden,correct,0.538,0.5289,,Terrace garden
qwen_vl,5ec4fb27f0611d7ddd7425b5,am,Q4,backyard,indoor garden,correct,0.5894,0.5419,,Indoor garden
qwen_vl,5d4be536cf0b3a0f3f341832,am,Q4,backyard,backyard,correct,1.0,0.726,,Backyard
qwen_vl,5d4bed35cf0b3a0f3f34f2f6,am,Q4,backyard,garden,correct,0.6832,0.5434,,Garden
qwen_vl,5d4be4e6cf0b3a0f3f340efc,am,Q4,backyard,"backyard with shed, sandbox, and fence",correct,0.7248,0.6509,,"Backyard with shed, sandbox, and fence."
qwen_vl,5d4bdf60cf0b3a0f3f3378c5,am,Q5,backyard,garden,correct,0.6832,0.5434,,Garden
qwen_vl,5d4be3c7cf0b3a0f3f33ee89,am,Q5,backyard,"backyard with shed, fence, and steps",correct,0.7015,0.656,,"Backyard with shed, fence, and steps."
qwen_vl,5d4be1f4cf0b3a0f3f33be17,am,Q5,backyard,potted plants,misclassification,0.2068,0.5461,,Potted plants
qwen_vl,5f859afdc28f0f4e6d7d0f4d,am,Q5,backyard,stone wall fountain,misclassification,0.2753,0.5321,,Stone wall fountain
qwen_vl,5d4be41fcf0b3a0f3f33f8bc,am,Q5,backyard,"backyard with stone walls, trees, and a house in the background",correct,0.715,0.6729,,"Backyard with stone walls, trees, and a house in the background."
qwen_vl,5d4be09acf0b3a0f3f33988d,am,Q5,backyard,"backyard patio with colorful adirondack chairs, trees, and a garden",correct,0.5494,0.6611,,"Backyard patio with colorful Adirondack chairs, trees, and a garden"
qwen_vl,5d4bebd1cf0b3a0f3f34cedd,am,Q5,backyard,church,misclassification,0.3407,0.5187,,Church
qwen_vl,5ec4f857f0611d7ddd740de8,am,Q5,backyard,house,correct,0.479,0.5526,,House
qwen_vl,5d4befabcf0b3a0f3f3539de,am,Q5,backyard,concrete floor,misclassification,0.3593,0.5095,,Concrete floor
qwen_vl,5d4bdeefcf0b3a0f3f336d83,eu,Q2,backyard,abandoned yard,correct,0.6722,0.6249,,Abandoned yard
qwen_vl,5d4bdf43cf0b3a0f3f337615,eu,Q2,backyard,greenhouse,misclassification,0.4358,0.5293,,Greenhouse
qwen_vl,5d4bdeddcf0b3a0f3f336b5d,eu,Q2,backyard,abandoned area,correct,0.482,0.5941,,Abandoned area
qwen_vl,5d4bdf03cf0b3a0f3f336f8d,eu,Q3,backyard,old wooden fence and gate,misclassification,0.3128,0.5423,,Old wooden fence and gate
qwen_vl,5d4be902cf0b3a0f3f347d36,eu,Q3,backyard,field,misclassification,0.3428,0.5426,,Field
qwen_vl,5ec4fc31f0611d7ddd742e72,eu,Q3,backyard,house exterior,misclassification,0.4418,0.5469,,House exterior
qwen_vl,5ec4fbddf0611d7ddd742bb1,eu,Q3,backyard,backyard garden,correct,0.85,0.6725,,Backyard garden
qwen_vl,5d4bdf98cf0b3a0f3f337e71,eu,Q4,backyard,abandoned lot,misclassification,0.3835,0.5333,,Abandoned lot
qwen_vl,5d4bde5ecf0b3a0f3f335fbd,eu,Q4,backyard,garden,correct,0.6832,0.5434,,Garden
qwen_vl,5d4bde95cf0b3a0f3f3364c9,eu,Q4,backyard,balcony view,misclassification,0.3744,0.5267,,Balcony view
qwen_vl,5d4be405cf0b3a0f3f33f5b0,eu,Q4,backyard,outdoor patio furniture,misclassification,0.4345,0.5276,,Outdoor patio furniture
qwen_vl,5d4bdf9fcf0b3a0f3f337f37,eu,Q4,backyard,roof garden,correct,0.5576,0.5438,,Roof garden
qwen_vl,5ec4f5cff4a4fb7dc0387a3b,eu,Q4,backyard,snow-covered pathway,misclassification,0.2695,0.5201,,Snow-covered pathway
qwen_vl,5ec4f940f0611d7ddd7415bb,eu,Q5,backyard,houseplants,misclassification,0.2656,0.5431,,Houseplants
qwen_vl,5ec4f897f0611d7ddd74101a,eu,Q5,backyard,construction site,misclassification,0.4096,0.522,,Construction site
qwen_vl,5d4bde94cf0b3a0f3f3364ad,eu,Q5,backyard,garden shed,correct,0.5469,0.534,,Garden shed
qwen_vl,5ec4fc1ff0611d7ddd742ddb,eu,Q5,backyard,balcony,correct,0.5301,0.5236,,Balcony
qwen_vl,5d4bde20cf0b3a0f3f335a05,eu,Q5,backyard,abstention,abstention,0.0,0.0,,Unknown
qwen_vl,5ec4fa2bf0611d7ddd741da0,eu,Q5,backyard,garden,correct,0.6832,0.5434,,Garden
qwen_vl,5ec4f8f9f0611d7ddd74136b,eu,Q5,backyard,balcony,correct,0.5301,0.5236,,Balcony
qwen_vl,5ec4fa6af0611d7ddd741f75,eu,Q5,backyard,garden,correct,0.6832,0.5434,,Garden
qwen_vl,6057a174684cb22905ce4086,eu,Q5,backyard,"backyard patio with grill, table, bicycle, and ivy-covered fence",correct,0.5736,0.6462,,"Backyard patio with grill, table, bicycle, and ivy-covered fence."
qwen_vl,5ec4f92ff0611d7ddd741538,eu,Q5,backyard,outdoor patio,correct,0.6084,0.5275,,Outdoor patio
qwen_vl,5d4be92acf0b3a0f3f3481ca,eu,Q5,backyard,house,correct,0.479,0.5526,,House
qwen_vl,5d4bf321cf0b3a0f3f3598a4,af,Q1,bathroom privacy,child in a natural setting,misclassification,0.1222,0.5297,,Child in a natural setting
qwen_vl,5d4bf33acf0b3a0f3f359b4c,af,Q1,bathroom privacy,toilet,correct,0.5253,0.5841,,Toilet
qwen_vl,5d4bf46ccf0b3a0f3f35b9ea,af,Q1,bathroom privacy,bushes,misclassification,0.1757,0.5137,,Bushes
qwen_vl,5d4befd2cf0b3a0f3f353e6a,af,Q1,bathroom privacy,toilet structure,correct,0.4854,0.5698,,Toilet structure
qwen_vl,5d4bec96cf0b3a0f3f34e2fa,af,Q1,bathroom privacy,grassland,misclassification,0.1275,0.5007,,Grassland
qwen_vl,5d4bf043cf0b3a0f3f354a28,af,Q1,bathroom privacy,abstention,abstention,0.0,0.0,,Unknown
qwen_vl,5d4becd6cf0b3a0f3f34e8aa,af,Q1,bathroom privacy,concrete wall,misclassification,0.1482,0.5094,,Concrete wall
qwen_vl,5d4beceacf0b3a0f3f34eae6,af,Q1,bathroom privacy,grassland,misclassification,0.1275,0.5007,,Grassland
qwen_vl,5d4bef06cf0b3a0f3f3527a4,af,Q1,bathroom privacy,man in vegetation,misclassification,-0.0051,0.5006,,Man in vegetation
qwen_vl,5d4bf02ecf0b3a0f3f354832,af,Q1,bathroom privacy,adobe wall,misclassification,0.1561,0.5184,,Adobe wall
qwen_vl,5d4bf119cf0b3a0f3f355f98,af,Q1,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5d4bf368cf0b3a0f3f359f84,af,Q1,bathroom privacy,construction site,misclassification,0.0804,0.5052,,Construction site
qwen_vl,5d4bf018cf0b3a0f3f354600,af,Q1,bathroom privacy,abstention,abstention,0.0,0.0,,Unknown
qwen_vl,5d4bf049cf0b3a0f3f354ada,af,Q1,bathroom privacy,shack,misclassification,0.1695,0.5086,,Shack
qwen_vl,5d4befbecf0b3a0f3f353c16,af,Q1,bathroom privacy,rope,misclassification,0.0369,0.5221,,Rope
qwen_vl,5d4beff0cf0b3a0f3f35416e,af,Q1,bathroom privacy,cornfield,misclassification,0.1095,0.514,,Cornfield
qwen_vl,5d4bf39dcf0b3a0f3f35a53c,af,Q1,bathroom privacy,desert landscape,misclassification,0.1064,0.5082,,Desert landscape
qwen_vl,5d4bee1ecf0b3a0f3f350df0,af,Q1,bathroom privacy,vegetation and mud wall,misclassification,0.0834,0.5073,,Vegetation and mud wall
qwen_vl,5d4bf37dcf0b3a0f3f35a1e2,af,Q1,bathroom privacy,abstention,abstention,0.0,0.0,,Unknown
qwen_vl,5d4bf3b8cf0b3a0f3f35a80e,af,Q1,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5d4bf04dcf0b3a0f3f354b6a,af,Q1,bathroom privacy,grassland,misclassification,0.1275,0.5007,,Grassland
qwen_vl,5d4bf08ccf0b3a0f3f35519c,af,Q1,bathroom privacy,leaves,misclassification,0.0783,0.5066,,Leaves
qwen_vl,5d4bf002cf0b3a0f3f354390,af,Q1,bathroom privacy,abstention,abstention,0.0,0.0,,Unknown
qwen_vl,5d4bf0f3cf0b3a0f3f355c90,af,Q1,bathroom privacy,alleyway,misclassification,0.2854,0.5308,,Alleyway
qwen_vl,5d4bee3acf0b3a0f3f35102e,af,Q1,bathroom privacy,abstention,abstention,0.0,0.0,,Unknown
qwen_vl,5d4becb5cf0b3a0f3f34e5d0,af,Q1,bathroom privacy,forest,misclassification,0.056,0.5014,,Forest
qwen_vl,5d4beef8cf0b3a0f3f35261c,af,Q1,bathroom privacy,man in forest,misclassification,-0.0595,0.5006,,Man in forest
qwen_vl,5d4bf0d4cf0b3a0f3f3558ea,af,Q1,bathroom privacy,weeds,misclassification,0.1246,0.5194,,Weeds
qwen_vl,5d4bf0adcf0b3a0f3f355508,af,Q1,bathroom privacy,trash in vegetation,misclassification,0.111,0.5014,,Trash in vegetation
qwen_vl,5ed28b57fb6e132e5be0ea15,af,Q1,bathroom privacy,abstention,abstention,0.0,0.0,,Unknown
qwen_vl,5d4bf055cf0b3a0f3f354bea,af,Q1,bathroom privacy,corrugated metal wall,misclassification,0.0725,0.5333,,corrugated metal wall
qwen_vl,5d4be627cf0b3a0f3f34327b,af,Q1,bathroom privacy,bucket,misclassification,0.2483,0.5028,,Bucket
qwen_vl,5d4bf3d9cf0b3a0f3f35aa5c,af,Q1,bathroom privacy,branches,misclassification,0.08,0.5304,,Branches
qwen_vl,5d4be224cf0b3a0f3f33c357,af,Q1,bathroom privacy,wooden door,misclassification,0.2015,0.5266,,Wooden door
qwen_vl,5d4bed6bcf0b3a0f3f34f93c,af,Q1,bathroom privacy,construction debris,misclassification,0.0612,0.5009,,Construction debris
qwen_vl,5d4bed89cf0b3a0f3f34fcd2,af,Q1,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5d4bee0ccf0b3a0f3f350be0,af,Q1,bathroom privacy,toilet,correct,0.5253,0.5841,,Toilet
qwen_vl,5d4bef45cf0b3a0f3f352f0a,af,Q1,bathroom privacy,clothing on a wooden structure,misclassification,0.0957,0.5046,,Clothing on a wooden structure
qwen_vl,5d4bf42ecf0b3a0f3f35b2f6,af,Q2,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5d4bf067cf0b3a0f3f354dcc,af,Q2,bathroom privacy,shack,misclassification,0.1695,0.5086,,Shack
qwen_vl,5d4bedbccf0b3a0f3f35029c,af,Q2,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5d4beda4cf0b3a0f3f34ffc6,af,Q2,bathroom privacy,doorway with washing machine,misclassification,0.2487,0.5319,,Doorway with washing machine
qwen_vl,5ec4fb0ff0611d7ddd7424f6,af,Q2,bathroom privacy,toilet building,correct,0.5089,0.5805,,Toilet building
qwen_vl,5d4bed4ccf0b3a0f3f34f59a,af,Q2,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5d4be400cf0b3a0f3f33f51a,af,Q2,bathroom privacy,construction site,misclassification,0.0804,0.5052,,Construction site
qwen_vl,5d4bee46cf0b3a0f3f351194,af,Q2,bathroom privacy,toilet,correct,0.5253,0.5841,,Toilet
qwen_vl,5d4be08bcf0b3a0f3f3396b7,af,Q2,bathroom privacy,abstention,abstention,0.0,0.0,,Unknown
qwen_vl,5ec4f9e6f0611d7ddd741b52,af,Q2,bathroom privacy,bamboo structure,misclassification,0.0127,0.5227,,Bamboo structure
qwen_vl,5ec4faccf0611d7ddd7422bf,af,Q2,bathroom privacy,toilet,correct,0.5253,0.5841,,Toilet
qwen_vl,5ec4f98ff0611d7ddd741860,af,Q2,bathroom privacy,toilet,correct,0.5253,0.5841,,Toilet
qwen_vl,5d4be24fcf0b3a0f3f33c7e5,af,Q3,bathroom privacy,wooden door,misclassification,0.2015,0.5266,,Wooden door
qwen_vl,5ec4f9caf0611d7ddd741a5a,af,Q3,bathroom privacy,shack,misclassification,0.1695,0.5086,,Shack
qwen_vl,5d4bdf2bcf0b3a0f3f3373b7,af,Q3,bathroom privacy,toilet,correct,0.5253,0.5841,,Toilet
qwen_vl,5ec4f9d8f0611d7ddd741ad8,af,Q3,bathroom privacy,hut,misclassification,0.1995,0.5441,,Hut
qwen_vl,5d4be003cf0b3a0f3f33890e,af,Q3,bathroom privacy,toilet,correct,0.5253,0.5841,,Toilet
qwen_vl,5d4bf232cf0b3a0f3f357df4,af,Q3,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5d4be4cecf0b3a0f3f340c36,af,Q4,bathroom privacy,bathroom,correct,0.6959,0.6872,,Bathroom
qwen_vl,5d4bf22acf0b3a0f3f357cf6,af,Q4,bathroom privacy,bathroom,correct,0.6959,0.6872,,Bathroom
qwen_vl,5d4be234cf0b3a0f3f33c50d,af,Q4,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5d4beb7dcf0b3a0f3f34c522,af,Q5,bathroom privacy,toilet,correct,0.5253,0.5841,,Toilet
qwen_vl,5d4be623cf0b3a0f3f3431fb,af,Q5,bathroom privacy,closet doors,misclassification,0.4043,0.5453,,Closet doors
qwen_vl,5ec4fa3cf0611d7ddd741e2f,af,Q5,bathroom privacy,shower stall,misclassification,0.4446,0.5581,,Shower stall
qwen_vl,5d4bea9fcf0b3a0f3f34ac6a,as,Q1,bathroom privacy,abstention,abstention,0.0,0.0,,Unknown
qwen_vl,5d4beacccf0b3a0f3f34b1b8,as,Q1,bathroom privacy,trash pile,misclassification,0.1824,0.5013,,Trash pile
qwen_vl,5d4be75bcf0b3a0f3f3454d6,as,Q1,bathroom privacy,shack,misclassification,0.1695,0.5086,,Shack
qwen_vl,5d4be6f4cf0b3a0f3f3449e2,as,Q1,bathroom privacy,shelter,misclassification,0.2039,0.5291,,Shelter
qwen_vl,5d4bea81cf0b3a0f3f34a8d2,as,Q1,bathroom privacy,pathway in a forest,misclassification,-0.0138,0.5006,,Pathway in a forest
qwen_vl,5d4beeddcf0b3a0f3f3522e6,as,Q1,bathroom privacy,hut,misclassification,0.1995,0.5441,,Hut
qwen_vl,5d4bf2c8cf0b3a0f3f358e52,as,Q1,bathroom privacy,rug,misclassification,0.2912,0.5207,,Rug
qwen_vl,5d4be756cf0b3a0f3f345430,as,Q1,bathroom privacy,shack,misclassification,0.1695,0.5086,,Shack
qwen_vl,5d4beaf2cf0b3a0f3f34b63c,as,Q1,bathroom privacy,sack,misclassification,0.0639,0.5097,,Sack
qwen_vl,5d4be7b6cf0b3a0f3f345f14,as,Q1,bathroom privacy,rusted metal surface,misclassification,0.0341,0.5011,,Rusted metal surface
qwen_vl,5d4be7b5cf0b3a0f3f345efc,as,Q1,bathroom privacy,toilet structure,correct,0.4854,0.5698,,Toilet structure
qwen_vl,5d4be796cf0b3a0f3f345b84,as,Q1,bathroom privacy,toilet hygiene posters,correct,0.5108,0.5408,,Toilet hygiene posters
qwen_vl,5d4beb0dcf0b3a0f3f34b960,as,Q1,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5d4bef6acf0b3a0f3f353348,as,Q1,bathroom privacy,vegetation,misclassification,0.0502,0.5056,,Vegetation
qwen_vl,5d4be7a2cf0b3a0f3f345cca,as,Q1,bathroom privacy,shelter,misclassification,0.2039,0.5291,,Shelter
qwen_vl,5d4beea9cf0b3a0f3f351ce0,as,Q1,bathroom privacy,sack with text,misclassification,0.0641,0.5057,,Sack with text
qwen_vl,5d4beec3cf0b3a0f3f351fda,as,Q1,bathroom privacy,shower curtain,misclassification,0.3873,0.5566,,Shower curtain
qwen_vl,5d4be79ccf0b3a0f3f345c38,as,Q1,bathroom privacy,abstention,abstention,0.0,0.0,,Unknown
qwen_vl,5ec4f7eaf0611d7ddd740a43,as,Q1,bathroom privacy,outdoor toilet,correct,0.4649,0.6115,,Outdoor toilet
qwen_vl,5d4bf160cf0b3a0f3f356698,as,Q1,bathroom privacy,well-worn outdoor bathroom,correct,0.5356,0.5968,,Well-worn outdoor bathroom
qwen_vl,5d4bf2cecf0b3a0f3f358f06,as,Q1,bathroom privacy,laundry area,misclassification,0.2957,0.5162,,Laundry area
qwen_vl,5d4bef57cf0b3a0f3f353122,as,Q1,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5d4bec75cf0b3a0f3f34df82,as,Q1,bathroom privacy,tent,misclassification,0.142,0.5334,,Tent
qwen_vl,5d4be78ecf0b3a0f3f345a8a,as,Q1,bathroom privacy,advertising banner,misclassification,0.0694,0.5077,,Advertising banner
qwen_vl,5d4bef59cf0b3a0f3f353148,as,Q1,bathroom privacy,fence,misclassification,0.1671,0.5172,,Fence
qwen_vl,5d4bf2adcf0b3a0f3f358b08,as,Q1,bathroom privacy,abstention,abstention,0.0,0.0,,Unknown
qwen_vl,5f64b0cfe2dc7fb72c61d08c,as,Q1,bathroom privacy,abstention,abstention,0.0,0.0,,Unknown
qwen_vl,5d4bea1fcf0b3a0f3f349d68,as,Q1,bathroom privacy,shelter,misclassification,0.2039,0.5291,,Shelter
qwen_vl,5d4be745cf0b3a0f3f345250,as,Q1,bathroom privacy,double doors,misclassification,0.2267,0.5384,,Double doors
qwen_vl,5d4bef77cf0b3a0f3f3534e2,as,Q2,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5d4be787cf0b3a0f3f3459ce,as,Q2,bathroom privacy,forest stream,misclassification,-0.0011,0.5007,,Forest stream
qwen_vl,5d4bee71cf0b3a0f3f351662,as,Q2,bathroom privacy,fabric,misclassification,0.1503,0.5052,,Fabric
qwen_vl,5d4beabccf0b3a0f3f34afd8,as,Q2,bathroom privacy,abstention,abstention,0.0,0.0,,Unknown
qwen_vl,5ec4f821f0611d7ddd740c20,as,Q2,bathroom privacy,toilet structure,correct,0.4854,0.5698,,Toilet structure
qwen_vl,5d4be792cf0b3a0f3f345af6,as,Q2,bathroom privacy,corrugated metal door,misclassification,0.1054,0.5363,,Corrugated metal door
qwen_vl,5d4beecacf0b3a0f3f35209e,as,Q2,bathroom privacy,shower curtain,misclassification,0.3873,0.5566,,Shower curtain
qwen_vl,5d4be74ecf0b3a0f3f345356,as,Q2,bathroom privacy,rainy alleyway,misclassification,0.2682,0.5016,,Rainy alleyway
qwen_vl,5d4beeb6cf0b3a0f3f351e50,as,Q2,bathroom privacy,curtains,misclassification,0.3708,0.5082,,Curtains
qwen_vl,5d4bf2c1cf0b3a0f3f358d72,as,Q2,bathroom privacy,shack interior,misclassification,0.191,0.5125,,Shack interior
qwen_vl,5d4bef6bcf0b3a0f3f35336c,as,Q2,bathroom privacy,metal door,misclassification,0.1985,0.5045,,Metal door
qwen_vl,5d4bf150cf0b3a0f3f35652c,as,Q2,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5d4bf137cf0b3a0f3f3562b4,as,Q2,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5d4bea61cf0b3a0f3f34a51a,as,Q2,bathroom privacy,metal sheet structure,misclassification,0.0293,0.5006,,Metal sheet structure
qwen_vl,5d4bee9bcf0b3a0f3f351b42,as,Q2,bathroom privacy,restroom door,correct,0.5846,0.5835,,Restroom door
qwen_vl,5d4be77bcf0b3a0f3f345866,as,Q2,bathroom privacy,shed,misclassification,0.1424,0.5215,,Shed
qwen_vl,5ec4f816f0611d7ddd740bc3,as,Q2,bathroom privacy,outdoor latrine,misclassification,0.1394,0.5757,,Outdoor latrine
qwen_vl,5d4beeaecf0b3a0f3f351d8a,as,Q2,bathroom privacy,note on wall,misclassification,0.2271,0.5324,,Note on wall
qwen_vl,5d4bf2b2cf0b3a0f3f358ba8,as,Q2,bathroom privacy,forest trail,misclassification,0.0435,0.5011,,Forest trail
qwen_vl,5d4bed15cf0b3a0f3f34ef98,as,Q2,bathroom privacy,tent,misclassification,0.142,0.5334,,Tent
qwen_vl,5d4bf192cf0b3a0f3f356bc2,as,Q2,bathroom privacy,tent,misclassification,0.142,0.5334,,Tent
qwen_vl,5d4be9a9cf0b3a0f3f34909e,as,Q2,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5d4bee7acf0b3a0f3f35177a,as,Q2,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5d4bed00cf0b3a0f3f34ed7c,as,Q2,bathroom privacy,cloth hanging on a makeshift clothesline,misclassification,0.0934,0.5038,,Cloth hanging on a makeshift clothesline.
qwen_vl,5d4bf15acf0b3a0f3f3565ec,as,Q2,bathroom privacy,door with a banner,misclassification,0.1463,0.5027,,Door with a banner
qwen_vl,5d4bef71cf0b3a0f3f353424,as,Q2,bathroom privacy,shack,misclassification,0.1695,0.5086,,Shack
qwen_vl,5d4bf314cf0b3a0f3f359756,as,Q2,bathroom privacy,green corrugated metal door,misclassification,0.0926,0.5279,,Green corrugated metal door
qwen_vl,5f8e3033d7a21d7440b18982,as,Q2,bathroom privacy,toilet,correct,0.5253,0.5841,,Toilet
qwen_vl,5d4bf2e1cf0b3a0f3f35915a,as,Q2,bathroom privacy,toilet,correct,0.5253,0.5841,,Toilet
qwen_vl,5d4bf30dcf0b3a0f3f35968a,as,Q2,bathroom privacy,shutters,misclassification,0.3136,0.5067,,Shutters
qwen_vl,5d4be774cf0b3a0f3f34578a,as,Q2,bathroom privacy,toilet,correct,0.5253,0.5841,,Toilet
qwen_vl,5d4be8c7cf0b3a0f3f347654,as,Q2,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5d4bf29dcf0b3a0f3f35892e,as,Q2,bathroom privacy,stone structure,misclassification,0.1072,0.5012,,Stone structure
qwen_vl,5d4bedcdcf0b3a0f3f3504a4,as,Q2,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5d4be9fccf0b3a0f3f34994e,as,Q2,bathroom privacy,curtain,misclassification,0.3737,0.5449,,Curtain
qwen_vl,5d4be388cf0b3a0f3f33e73f,as,Q2,bathroom privacy,toilet,correct,0.5253,0.5841,,Toilet
qwen_vl,5d4becf5cf0b3a0f3f34ec42,as,Q2,bathroom privacy,polka dot curtain,misclassification,0.2285,0.5098,,Polka dot curtain
qwen_vl,5d4bf186cf0b3a0f3f356a8c,as,Q3,bathroom privacy,corrugated metal door,misclassification,0.1054,0.5363,,Corrugated metal door
qwen_vl,5d4bf171cf0b3a0f3f35682a,as,Q3,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5d4beddacf0b3a0f3f35061a,as,Q3,bathroom privacy,door,misclassification,0.2817,0.5686,,Door
qwen_vl,5d4bf283cf0b3a0f3f35860e,as,Q3,bathroom privacy,abstention,abstention,0.0,0.0,,Unknown
qwen_vl,5d4be1e0cf0b3a0f3f33bbf9,as,Q3,bathroom privacy,outhouse,misclassification,0.2528,0.5453,,outhouse
